total_pairs,successful_pairs,failed_pairs,optimal_threshold_accuracy,optimal_threshold_f1,optimal_threshold_eer,accuracy,precision,recall,specificity,sensitivity,f1_score,balanced_accuracy,roc_auc,average_precision,equal_error_rate,false_acceptance_rate,false_rejection_rate,true_positive,true_negative,false_positive,false_negative,matthews_correlation,cohen_kappa,avg_detection_time,avg_alignment_time,avg_embedding_time,avg_similarity_time,avg_pipeline_time,median_time,min_time,max_time,std_dev_time,percentile_95_time,percentile_99_time,images_per_second,pairs_per_second,avg_cpu_usage,peak_cpu_usage,avg_memory_usage,peak_memory_usage,disk_read_bytes,disk_write_bytes
6000,6000,0,0.205,0.205,0.165,0.9983333333333333,1.0,0.9966666666666667,1.0,0.9966666666666667,0.998330550918197,0.9983333333333333,0.9986468888888889,0.9991092713205978,0.004,0.0,0.0033333333333333335,2990,3000,0,10,0.9966722037498461,0.9966666666666667,0.037427541514237724,0.0,0.7479447900056839,0.0005022876660029093,1.5757895506223043,1.6469532251358032,0.7453944683074951,4.370086193084717,0.5175451833108465,2.5675675272941594,3.1411129927635195,5.073017958304373,2.5365089791521864,71.96,100.0,13002.6,13558.25,1244254208,1062592512
